timestamp,prediction,prediction_lower,prediction_upper
2021-07-11,102.36624423465028,-333.32810961913793,518.277082293664
2021-07-12,62.8890142303771,-389.90037730753534,532.0587365743984
2021-07-13,47.22890274545775,-365.27448237802713,488.30300658205044
2021-07-14,28.905890986720213,-394.30695901233344,427.2340423689638
2021-07-15,50.36869657928571,-376.8469663851326,472.77971576207005
2021-07-16,10.798192650689598,-423.21241488390797,444.6607799425448
2021-07-17,31.940659889753242,-401.2938943844075,470.84224634059666
2021-07-18,55.55593173765509,-390.79733816236455,507.34255689897066
2021-07-19,15.96119471538256,-427.4499253630818,444.70281600519075
2021-07-20,0.8076145406376458,-423.41295858357034,411.25627832719016
2021-07-21,-16.375326296661196,-454.75763737157115,436.4189194015078
2021-07-22,6.857565537392055,-432.3402561339709,411.9414427443067
2021-07-23,-30.32946671798153,-454.7049110010167,420.7110255193284
2021-07-24,-6.219678996690206,-423.69767529919096,444.15649982643606
2021-07-25,20.904792083479535,-407.84959063002447,445.42806960141155
2021-07-26,-14.692532748128826,-456.0772076643364,421.1819156748905
2021-07-27,-25.4248625261844,-467.34922272367766,416.9261906615157
2021-07-28,-37.83658288578994,-474.66237131956865,397.3138573374421
2021-07-29,-9.564442309548175,-480.6139246555945,423.4693731344424
2021-07-30,-41.53261793985426,-480.53850492386516,391.86671123112455
2021-07-31,-12.117526069982643,-437.2070304660628,421.7169878923265
2021-08-01,20.30264371962812,-411.9550879683832,470.9670716434071
2021-08-02,-10.10561393528366,-435.82333819943796,387.43457818263073
2021-08-03,-15.851553718448098,-445.2362180709881,395.22923537800403
2021-08-04,-23.572677383813833,-475.64725395414945,398.4492934257592
2021-08-05,9.005986125390805,-401.0986111416636,441.5856894925158
2021-08-06,-19.12135961465296,-480.0274928975914,423.4883468116207
2021-08-07,13.595619773245886,-389.3376806795929,442.0612097534023
2021-08-08,48.71541336810134,-366.45366910810014,452.6832555339757
2021-08-09,20.35249853291719,-400.8854054945678,455.61694654101467
2021-08-10,15.958073599713554,-424.22139063983053,453.5711955894136
2021-08-11,8.868492411488237,-439.2626746151589,456.18386215577993
2021-08-12,41.34666276208978,-399.00374431880584,478.03141486746296
2021-08-13,12.389215764413308,-450.72101586676075,405.43558161403723
2021-08-14,43.56353465771895,-372.84616049250724,485.0818043131651
2021-08-15,76.45962501498673,-344.0712029277959,504.21051318898645
2021-08-16,45.2375106087698,-376.6782591517453,477.18737512677717
2021-08-17,37.40724987848735,-389.2518873672572,453.7220591135009
2021-08-18,26.37638656461005,-386.0244185333508,440.69905998551604
2021-08-19,54.490112514515886,-358.80937906243565,493.40565806818034
2021-08-20,20.836970590701586,-417.2425068715196,453.5841007996336
2021-08-21,47.08421172173662,-380.5757617577663,479.6327344691464
2021-08-22,74.92781781939016,-368.14939886267223,523.0055676263
2021-08-23,38.63790834019022,-399.0737755273359,448.89444243205725
2021-08-24,25.836662169178954,-407.91009196166425,444.9772919532758
2021-08-25,10.043607694932891,-435.3517378047098,430.6460976377383
2021-08-26,33.71360029762229,-414.05473672351786,461.98117005651784
2021-08-27,-3.9596424571045326,-427.53304192702996,449.17874289475895
2021-08-28,18.789708869843817,-412.9558983190439,463.80257644871307
2021-08-29,43.74761380270697,-408.22272531527574,480.54554707672594
2021-08-30,5.263707514487759,-411.0128502345645,406.3219379764602
2021-08-31,-8.97245563018379,-451.481291759145,410.3717673893145
2021-09-01,-25.38757163531941,-431.1579123524736,431.8244463381529
2021-09-02,-1.4878179658616908,-429.6293342652823,458.4646845734191
2021-09-03,-38.05624795555812,-491.7357861615395,423.4963769312908
2021-09-04,-13.320168927317711,-445.1295023603551,422.2327677698846
2021-09-05,14.496567126224832,-384.05227291170513,424.11652588278287
2021-09-06,-20.282869941881422,-450.9639738710514,404.90143070762053
2021-09-07,-30.01168974176329,-446.1527702329168,426.25977222535136
2021-09-08,-41.174964042241655,-462.41998617947837,415.2557473064591
2021-09-09,-11.351848728233197,-419.7377439986819,401.55481169987564
2021-09-10,-41.41166318205318,-470.857682327698,380.6129899401293
2021-09-11,-9.679670639558765,-419.3639351707268,408.1101794460064
2021-09-12,25.512482033634527,-407.80193774069477,460.9827040140371
2021-09-13,-1.6276006715237799,-415.5797896622468,416.5581053330056
2021-09-14,-3.574219099559418,-430.2353061484202,444.73614112419125
2021-09-15,-6.936684878836477,-437.69215494728104,427.73096001154715
2021-09-16,30.5809152859982,-380.4988310516432,416.07120406591196
2021-09-17,7.986128400753891,-396.12645886237755,422.16088500130553
2021-09-18,46.83481947538631,-401.7135925700625,467.84662995130356
2021-09-19,88.68311892004911,-330.6097592511246,499.7936778448012
2021-09-20,67.63531403442417,-369.2045441108367,535.8028735213653
2021-09-21,71.12476746733023,-307.01505011511733,527.8324779905249
2021-09-22,72.462655605448,-336.5914836928472,484.89074394586925
2021-09-23,113.8797762577172,-299.336686123459,521.6386556873845
2021-09-24,94.33421753056945,-328.76621898472376,572.9858755367547
2021-09-25,135.34895934270864,-320.7501097980062,578.5499201056215
2021-09-26,178.46437112125295,-257.5648251644961,609.1011084789214
2021-09-27,157.78627079298496,-277.4541682165264,606.5375958839337
2021-09-28,160.7666207951849,-277.19243126791827,581.7253265179158
2021-09-29,160.75165601401554,-257.6599003607056,596.5774778648924
2021-09-30,200.02270421638892,-210.41936227252924,628.9249346634282
2021-10-01,177.6025112526681,-274.7985156047734,633.1273984770879
2021-10-02,215.09117175017224,-247.73313181261415,626.6769230633691
2021-10-03,254.1166664761481,-187.72414953164235,677.3194020162807
2021-10-04,228.88071674501916,-194.13279367079772,648.2325489462839
2021-10-05,226.9370835183206,-227.30422900672724,659.9024409217312
2021-10-06,221.73716356314088,-215.03356646429222,658.4291988779588
2021-10-07,255.66820489431888,-166.26412327474918,674.8035558377848
2021-10-08,227.8570182037603,-201.90463773721618,674.1179676370465
2021-10-09,260.0033506170325,-173.97146504615986,668.4045593603565
2021-10-10,293.8279881525622,-153.5628991752398,731.591901282709
2021-10-11,263.61636036049606,-163.0976777544957,687.5205698217176
2021-10-12,256.9948341641586,-212.34157960957882,728.6543059540094
2021-10-13,247.47460331183777,-193.89439366508805,636.7241599164852
2021-10-14,277.4885428871592,-164.81898969514626,700.1983286299516
2021-10-15,246.19394462800423,-225.42621910427852,705.1078653411028
2021-10-16,275.3053290863453,-161.05460139321795,714.7731457836186
2021-10-17,306.54242037564893,-103.75104437296281,740.055225439924
2021-10-18,274.1740653204701,-145.26930641613197,711.7546734406383
2021-10-19,265.7952808749188,-163.4391135646157,752.1384420626883
2021-10-20,254.87232141691584,-164.37090476038207,720.9471563131555
2021-10-21,283.7811090497666,-196.70076546747435,723.3782965254245
2021-10-22,251.6119052773621,-196.20198947008694,708.3777450457884
2021-10-23,280.00437237553473,-166.32526775725032,714.6295739181475
2021-10-24,310.5980532031688,-160.3292252608071,755.0653534425087
2021-10-25,277.57898627276813,-172.68266782350457,722.5120186973908
2021-10-26,268.45956850059537,-194.48694614690172,746.2567337304968
2021-10-27,256.62648109480256,-149.22296986985413,663.6519966661667
2021-10-28,284.3819427803184,-169.06103632993086,728.5316193525957
2021-10-29,250.7510890363691,-202.66685053763175,709.4488460887574
2021-10-30,277.319547330396,-168.78271093344924,695.9688609572378
2021-10-31,305.6861622170428,-103.82386967238821,747.4913495921737
2021-11-01,270.01151778248504,-205.5783402291299,699.8150263514566
2021-11-02,257.7993080402265,-175.69282794527723,673.3694401579257
2021-11-03,242.44531825405267,-198.48155285278682,681.5210308985029
2021-11-04,266.2792398784766,-161.41514787204127,692.7564326364516
2021-11-05,228.37208860968587,-207.57250675745883,659.0754643426641
2021-11-06,250.3732797610578,-187.28801359780033,680.7514231693401
2021-11-07,273.96231321257227,-193.85876304220415,678.2259137611961
2021-11-08,233.39572834231427,-179.31528568619066,656.8314765000931
2021-11-09,216.2864070216856,-211.60653653375718,608.3138799167149
2021-11-10,196.1500293160503,-218.89639008637107,624.8833424060151
2021-11-11,215.4439596637415,-245.05076159962357,690.3485437452981
2021-11-12,173.37140041123462,-225.63598170740408,614.8798489177458
2021-11-13,191.71494511410054,-222.90725241153137,635.4852270871506
2021-11-14,212.28457106246853,-222.19742478787452,641.5571527424465
2021-11-15,169.4608255773963,-286.4393976473336,584.3595016949403
2021-11-16,150.9703829171709,-282.6378882401164,581.601428382782
2021-11-17,130.42887731958126,-291.5296540873169,565.3990027320938
2021-11-18,150.3763903613377,-272.1511966151335,570.9267707640729
2021-11-19,110.07852679899389,-307.33302188168983,558.4966499545907
2021-11-20,131.35730282777385,-293.17162157483267,547.3073641122071
2021-11-21,156.03696945372087,-278.9954190869965,576.3910366719742
2021-11-22,118.48559808755324,-315.96827121925645,556.2665612249548
2021-11-23,106.38966493091976,-345.93194368293746,549.7257226540585
2021-11-24,93.29658472315384,-320.71908267951545,514.548397481784
2021-11-25,121.65060084378855,-304.29131447534706,541.1640061174257
2021-11-26,90.59497739609763,-355.1191369210173,549.3967162279093
2021-11-27,121.80471059762175,-297.72827497306037,587.8125524322911
2021-11-28,156.93485723768384,-263.86215311717655,606.0033448248206
2021-11-29,130.16526426374597,-291.64475193380076,564.3919579335762
2021-11-30,128.97887559639048,-329.95654101452556,556.1399028477392
2021-12-01,126.70848999573067,-357.92888338877583,604.0194592339419
2021-12-02,165.57728556043958,-291.4282626258418,571.963928713886
2021-12-03,144.5059523974706,-261.6466649956611,572.7232482617347
2021-12-04,184.95053641985285,-248.9465082154757,656.3509971808248
2021-12-05,228.35597005806693,-185.82200403499309,668.1087934091797
2021-12-06,208.70594731478644,-207.8793060133257,654.0115177413775
2021-12-07,213.30619108444975,-208.12688085420487,665.7269821177135
2021-12-08,215.33586005124107,-216.9660531651109,619.9399050943172
2021-12-09,256.89228914761907,-205.49049668935854,659.6080066091932
2021-12-10,236.80179158425136,-219.00743717370844,634.7816934953044
2021-12-11,276.4605229881257,-120.94856462458965,705.6347202428683
2021-12-12,317.2902949108857,-110.98940722794337,768.596492852101
2021-12-13,293.2899230028141,-155.98314377726442,711.9001102923136
2021-12-14,291.81910415995947,-161.93245726188894,705.6986628046662
2021-12-15,286.14953654066676,-154.82544997250983,706.579266040448
2021-12-16,318.508464425763,-103.54315321728696,803.0739178631871
2021-12-17,287.88738602118053,-148.17378439940205,700.3800173949273
2021-12-18,315.8799570489298,-153.82290573292312,728.9451818753967
2021-12-19,344.1340315077982,-90.94725467422877,762.6512313371022
2021-12-20,306.8984998411822,-113.13038370158301,700.3797147237751
2021-12-21,291.8020130662638,-131.8635386187126,729.1028541141492
