datetime,power,global_radiation,temperature,Year,Month,Day,date
4/24/19 22:45,0,1.11,14.50,2019,4,24,4/24/2019
4/24/19 23:00,0,1.11,14.25,2019,4,24,4/24/2019
4/24/19 23:15,0,0.861,14.35,2019,4,24,4/24/2019
4/24/19 23:30,0,0,14.55,2019,4,24,4/24/2019
4/24/19 23:45,0,0,13.35,2019,4,24,4/24/2019
4/25/19 0:00,0,0,13.85,2019,4,25,4/25/2019
4/25/19 0:15,0,0,13.25,2019,4,25,4/25/2019
4/25/19 0:30,0,0,13.95,2019,4,25,4/25/2019
4/25/19 0:45,0,0,12.95,2019,4,25,4/25/2019
4/25/19 1:00,0,0,13.00,2019,4,25,4/25/2019
4/25/19 1:15,0,0,12.50,2019,4,25,4/25/2019
4/25/19 1:30,0,0,12.50,2019,4,25,4/25/2019
4/25/19 1:45,0,0,12.75,2019,4,25,4/25/2019
4/25/19 2:00,0,0,12.50,2019,4,25,4/25/2019
4/25/19 2:15,0,0,12.65,2019,4,25,4/25/2019
4/25/19 2:30,0,0,12.15,2019,4,25,4/25/2019
4/25/19 2:45,0,0,11.70,2019,4,25,4/25/2019
4/25/19 3:00,0,0,11.95,2019,4,25,4/25/2019
4/25/19 3:15,0,0,11.90,2019,4,25,4/25/2019
4/25/19 3:30,0,0,11.95,2019,4,25,4/25/2019
4/25/19 3:45,0,0,12.15,2019,4,25,4/25/2019
4/25/19 4:00,0,0,11.90,2019,4,25,4/25/2019
4/25/19 4:15,0,0,11.20,2019,4,25,4/25/2019
4/25/19 4:30,0,0,11.05,2019,4,25,4/25/2019
4/25/19 4:45,0,0,11.65,2019,4,25,4/25/2019
4/25/19 5:00,0,0,11.05,2019,4,25,4/25/2019
4/25/19 5:15,0,0,11.45,2019,4,25,4/25/2019
4/25/19 5:30,0,0,11.40,2019,4,25,4/25/2019
4/25/19 5:45,0,0,11.25,2019,4,25,4/25/2019
4/25/19 6:00,0,0,11.20,2019,4,25,4/25/2019
4/25/19 6:15,0,0,10.95,2019,4,25,4/25/2019
4/25/19 6:30,0,0,11.30,2019,4,25,4/25/2019
4/25/19 20:15,0,8.26,15.80,2019,4,25,4/25/2019
4/25/19 20:30,0,6.412,15.55,2019,4,25,4/25/2019
4/25/19 20:45,0,0.56,15.15,2019,4,25,4/25/2019
4/25/19 21:00,0,0.56,15.40,2019,4,25,4/25/2019
4/25/19 21:15,0,0.56,15.15,2019,4,25,4/25/2019
4/25/19 21:30,0,0.56,15.35,2019,4,25,4/25/2019
4/25/19 21:45,0,0.174,14.80,2019,4,25,4/25/2019
4/25/19 22:00,0,0,14.40,2019,4,25,4/25/2019
4/25/19 22:15,0,0,14.55,2019,4,25,4/25/2019
4/25/19 22:30,0,0,15.15,2019,4,25,4/25/2019
4/25/19 22:45,0,0,14.25,2019,4,25,4/25/2019
4/25/19 23:00,0,0,13.85,2019,4,25,4/25/2019
4/25/19 23:15,0,0,13.90,2019,4,25,4/25/2019
4/25/19 23:30,0,0,14.45,2019,4,25,4/25/2019
4/25/19 23:45,0,0,14.40,2019,4,25,4/25/2019
4/26/19 0:00,0,0,14.40,2019,4,26,4/26/2019
4/26/19 0:15,0,0,14.15,2019,4,26,4/26/2019
4/26/19 0:30,0,0,13.65,2019,4,26,4/26/2019
4/26/19 0:45,0,0,13.70,2019,4,26,4/26/2019
4/26/19 1:00,0,0,13.35,2019,4,26,4/26/2019
4/26/19 1:15,0,0,13.60,2019,4,26,4/26/2019
4/26/19 1:30,0,0,13.50,2019,4,26,4/26/2019
4/26/19 1:45,0,0,13.25,2019,4,26,4/26/2019
4/26/19 2:00,0,0,14.00,2019,4,26,4/26/2019
4/26/19 2:15,0,0,14.15,2019,4,26,4/26/2019
4/26/19 2:30,0,0,13.60,2019,4,26,4/26/2019
4/26/19 2:45,0,0,13.45,2019,4,26,4/26/2019
4/26/19 3:00,0,0,13.65,2019,4,26,4/26/2019
4/26/19 3:15,0,0,13.50,2019,4,26,4/26/2019
4/26/19 3:30,0,0,13.45,2019,4,26,4/26/2019
4/26/19 3:45,0,0,13.35,2019,4,26,4/26/2019
4/26/19 4:00,0,0,13.40,2019,4,26,4/26/2019
4/26/19 4:15,0,0,13.20,2019,4,26,4/26/2019
4/26/19 4:30,0,0,13.10,2019,4,26,4/26/2019
4/26/19 4:45,0,0,13.10,2019,4,26,4/26/2019
4/26/19 5:00,0,0,13.35,2019,4,26,4/26/2019
4/26/19 5:15,0,0,13.25,2019,4,26,4/26/2019
4/26/19 5:30,0,0,13.35,2019,4,26,4/26/2019
4/26/19 5:45,0,0,13.40,2019,4,26,4/26/2019
4/26/19 6:00,0,0,13.35,2019,4,26,4/26/2019
4/26/19 6:15,0,0,13.20,2019,4,26,4/26/2019
4/26/19 6:30,0,0.159,12.90,2019,4,26,4/26/2019
4/26/19 6:45,0,0.41,13.15,2019,4,26,4/26/2019
4/26/19 7:00,0,0.459,13.20,2019,4,26,4/26/2019
4/26/19 7:15,0,2.611,13.25,2019,4,26,4/26/2019
4/26/19 21:00,0,10.592,17.90,2019,4,26,4/26/2019
4/26/19 21:15,0,1.656,18.25,2019,4,26,4/26/2019
4/26/19 21:30,0,0,16.65,2019,4,26,4/26/2019
4/26/19 21:45,0,0,16.15,2019,4,26,4/26/2019
4/26/19 22:00,0,0,16.35,2019,4,26,4/26/2019
4/26/19 22:15,0,0,15.80,2019,4,26,4/26/2019
4/26/19 22:30,0,0,15.35,2019,4,26,4/26/2019
4/26/19 22:45,0,0,15.05,2019,4,26,4/26/2019
4/26/19 23:00,0,0,14.90,2019,4,26,4/26/2019
4/26/19 23:15,0,0,14.35,2019,4,26,4/26/2019
4/26/19 23:30,0,0,13.75,2019,4,26,4/26/2019
4/26/19 23:45,0,0,13.70,2019,4,26,4/26/2019
4/27/19 0:00,0,0,13.70,2019,4,27,4/27/2019
4/27/19 0:15,0,0,13.00,2019,4,27,4/27/2019
4/27/19 0:30,0,0,12.90,2019,4,27,4/27/2019
4/27/19 0:45,0,0,13.10,2019,4,27,4/27/2019
4/27/19 1:00,0,0,13.50,2019,4,27,4/27/2019
4/27/19 1:15,0,0,13.85,2019,4,27,4/27/2019
4/27/19 1:30,0,0,14.10,2019,4,27,4/27/2019
4/27/19 1:45,0,0,14.35,2019,4,27,4/27/2019
4/27/19 2:00,0,0,13.85,2019,4,27,4/27/2019
4/27/19 2:15,0,0,13.65,2019,4,27,4/27/2019
4/27/19 2:30,0,0,13.00,2019,4,27,4/27/2019
4/27/19 2:45,0,0,12.75,2019,4,27,4/27/2019
4/27/19 3:00,0,0,12.30,2019,4,27,4/27/2019
4/27/19 3:15,0,0,11.95,2019,4,27,4/27/2019
4/27/19 3:30,0,0,12.05,2019,4,27,4/27/2019
4/27/19 3:45,0,0,11.95,2019,4,27,4/27/2019
4/27/19 4:00,0,0,12.15,2019,4,27,4/27/2019
4/27/19 4:15,0,0,11.55,2019,4,27,4/27/2019
4/27/19 4:30,0,0,11.75,2019,4,27,4/27/2019
4/27/19 4:45,0,0,11.70,2019,4,27,4/27/2019
4/27/19 5:00,0,0,10.55,2019,4,27,4/27/2019
4/27/19 5:15,0,0,11.40,2019,4,27,4/27/2019
4/27/19 5:30,0,0,11.90,2019,4,27,4/27/2019
4/27/19 5:45,0,0,12.30,2019,4,27,4/27/2019
4/27/19 6:00,0,0,12.50,2019,4,27,4/27/2019
4/27/19 6:15,0,0,12.50,2019,4,27,4/27/2019
4/27/19 6:30,0,0.741,12.70,2019,4,27,4/27/2019
4/27/19 6:45,0,7.25,12.85,2019,4,27,4/27/2019
4/27/19 7:00,0,7.25,13.10,2019,4,27,4/27/2019
4/27/19 20:45,0,10.45,12.25,2019,4,27,4/27/2019
4/27/19 21:00,0,4.957,12.25,2019,4,27,4/27/2019
4/27/19 21:15,0,0.158,12.25,2019,4,27,4/27/2019
4/27/19 21:30,0,0,12.15,2019,4,27,4/27/2019
4/27/19 21:45,0,0,12.00,2019,4,27,4/27/2019
4/27/19 22:00,0,0,11.90,2019,4,27,4/27/2019
4/27/19 22:15,0,0,11.40,2019,4,27,4/27/2019
4/27/19 22:30,0,0,11.45,2019,4,27,4/27/2019
4/27/19 22:45,0,0,11.00,2019,4,27,4/27/2019
4/27/19 23:00,0,0,11.00,2019,4,27,4/27/2019
4/27/19 23:15,0,0,10.45,2019,4,27,4/27/2019
4/27/19 23:30,0,0,10.50,2019,4,27,4/27/2019
4/27/19 23:45,0,0,10.40,2019,4,27,4/27/2019
4/28/19 0:00,0,0,10.05,2019,4,28,4/28/2019
4/28/19 0:15,0,0,10.00,2019,4,28,4/28/2019
4/28/19 0:30,0,0,9.75,2019,4,28,4/28/2019
4/28/19 0:45,0,0,9.60,2019,4,28,4/28/2019
4/28/19 1:00,0,0,9.70,2019,4,28,4/28/2019
4/28/19 1:15,0,0,9.75,2019,4,28,4/28/2019
4/28/19 1:30,0,0,9.60,2019,4,28,4/28/2019
4/28/19 1:45,0,0,9.60,2019,4,28,4/28/2019
4/28/19 2:00,0,0,9.35,2019,4,28,4/28/2019
4/28/19 2:15,0,0,9.55,2019,4,28,4/28/2019
4/28/19 2:30,0,0,9.55,2019,4,28,4/28/2019
4/28/19 2:45,0,0,9.55,2019,4,28,4/28/2019
4/28/19 3:00,0,0,9.50,2019,4,28,4/28/2019
4/28/19 3:15,0,0,9.45,2019,4,28,4/28/2019
4/28/19 3:30,0,0,9.35,2019,4,28,4/28/2019
4/28/19 3:45,0,0,9.30,2019,4,28,4/28/2019
4/28/19 4:00,0,0,9.00,2019,4,28,4/28/2019
4/28/19 4:15,0,0,9.20,2019,4,28,4/28/2019
4/28/19 4:30,0,0,8.80,2019,4,28,4/28/2019
4/28/19 4:45,0,0,9.25,2019,4,28,4/28/2019
4/28/19 5:00,0,0,9.20,2019,4,28,4/28/2019
4/28/19 5:15,0,0,9.30,2019,4,28,4/28/2019
4/28/19 5:30,0,0,9.25,2019,4,28,4/28/2019
4/28/19 5:45,0,0,9.35,2019,4,28,4/28/2019
4/28/19 6:00,0,0,9.35,2019,4,28,4/28/2019
4/28/19 6:15,0,0,9.35,2019,4,28,4/28/2019
4/28/19 6:30,0,0,9.75,2019,4,28,4/28/2019
4/28/19 6:45,0,5.963,9.70,2019,4,28,4/28/2019
4/28/19 21:00,0,5.389,13.15,2019,4,28,4/28/2019
4/28/19 21:15,0,0,13.10,2019,4,28,4/28/2019
4/28/19 21:30,0,0,12.90,2019,4,28,4/28/2019
4/28/19 21:45,0,0,12.40,2019,4,28,4/28/2019
4/28/19 22:00,0,0,12.05,2019,4,28,4/28/2019
4/28/19 22:15,0,0,12.00,2019,4,28,4/28/2019
4/28/19 22:30,0,0,11.15,2019,4,28,4/28/2019
4/28/19 22:45,0,0,11.40,2019,4,28,4/28/2019
4/28/19 23:00,0,0,10.50,2019,4,28,4/28/2019
4/28/19 23:15,0,0,10.35,2019,4,28,4/28/2019
4/28/19 23:30,0,0,10.25,2019,4,28,4/28/2019
4/28/19 23:45,0,0,10.70,2019,4,28,4/28/2019
4/29/19 0:00,0,0,9.50,2019,4,29,4/29/2019
4/29/19 0:15,0,0,9.50,2019,4,29,4/29/2019
4/29/19 0:30,0,0,9.60,2019,4,29,4/29/2019
4/29/19 0:45,0,0,9.20,2019,4,29,4/29/2019
4/29/19 1:00,0,0,8.75,2019,4,29,4/29/2019
4/29/19 1:15,0,0,8.60,2019,4,29,4/29/2019
4/29/19 1:30,0,0,8.50,2019,4,29,4/29/2019
4/29/19 1:45,0,0,8.85,2019,4,29,4/29/2019
4/29/19 2:00,0,0,8.70,2019,4,29,4/29/2019
4/29/19 2:15,0,0,8.45,2019,4,29,4/29/2019
4/29/19 2:30,0,0,8.30,2019,4,29,4/29/2019
4/29/19 2:45,0,0,8.25,2019,4,29,4/29/2019
4/29/19 3:00,0,0,8.05,2019,4,29,4/29/2019
4/29/19 3:15,0,0,7.90,2019,4,29,4/29/2019
4/29/19 3:30,0,0,7.90,2019,4,29,4/29/2019
4/29/19 3:45,0,0,8.00,2019,4,29,4/29/2019
4/29/19 4:00,0,0,8.25,2019,4,29,4/29/2019
4/29/19 4:15,0,0,8.05,2019,4,29,4/29/2019
4/29/19 4:30,0,0,7.75,2019,4,29,4/29/2019
4/29/19 4:45,0,0,8.05,2019,4,29,4/29/2019
4/29/19 5:00,0,0,8.25,2019,4,29,4/29/2019
4/29/19 5:15,0,0,8.15,2019,4,29,4/29/2019
4/29/19 5:30,0,0,8.25,2019,4,29,4/29/2019
4/29/19 5:45,0,0,8.15,2019,4,29,4/29/2019
4/29/19 6:00,0,0,8.00,2019,4,29,4/29/2019
4/29/19 6:15,0,0,8.00,2019,4,29,4/29/2019
4/29/19 6:30,0,0,7.60,2019,4,29,4/29/2019
4/29/19 20:15,0,9.438,18.05,2019,4,29,4/29/2019
4/29/19 20:30,0,8.41,17.60,2019,4,29,4/29/2019
4/29/19 20:45,0,4.498,16.90,2019,4,29,4/29/2019
4/29/19 21:00,0,3.24,16.90,2019,4,29,4/29/2019
4/29/19 21:15,0,3.24,17.15,2019,4,29,4/29/2019
4/29/19 21:30,0,0.709,17.35,2019,4,29,4/29/2019
4/29/19 21:45,0,0,17.35,2019,4,29,4/29/2019
4/29/19 22:00,0,0,17.15,2019,4,29,4/29/2019
4/29/19 22:15,0,0,16.90,2019,4,29,4/29/2019
4/29/19 22:30,0,0,16.65,2019,4,29,4/29/2019
4/29/19 22:45,0,0,16.30,2019,4,29,4/29/2019
4/29/19 23:00,0,0,16.40,2019,4,29,4/29/2019
4/29/19 23:15,0,0,16.40,2019,4,29,4/29/2019
4/29/19 23:30,0,0,16.30,2019,4,29,4/29/2019
4/29/19 23:45,0,0,16.15,2019,4,29,4/29/2019
4/30/19 0:00,0,0,15.85,2019,4,30,4/30/2019
4/30/19 0:15,0,0,15.95,2019,4,30,4/30/2019
4/30/19 0:30,0,0,16.10,2019,4,30,4/30/2019
4/30/19 0:45,0,0,15.85,2019,4,30,4/30/2019
4/30/19 1:00,0,0,15.85,2019,4,30,4/30/2019
4/30/19 1:15,0,0,15.60,2019,4,30,4/30/2019
4/30/19 1:30,0,0,15.40,2019,4,30,4/30/2019
4/30/19 1:45,0,0,15.15,2019,4,30,4/30/2019
4/30/19 2:00,0,0,15.15,2019,4,30,4/30/2019
4/30/19 2:15,0,0,15.10,2019,4,30,4/30/2019
4/30/19 2:30,0,0,15.05,2019,4,30,4/30/2019
4/30/19 2:45,0,0,15.30,2019,4,30,4/30/2019
4/30/19 3:00,0,0,15.15,2019,4,30,4/30/2019
4/30/19 3:15,0,0,15.35,2019,4,30,4/30/2019
4/30/19 3:30,0,0,15.55,2019,4,30,4/30/2019
4/30/19 3:45,0,0,15.65,2019,4,30,4/30/2019
4/30/19 4:00,0,0,15.20,2019,4,30,4/30/2019
4/30/19 4:15,0,0,15.45,2019,4,30,4/30/2019
4/30/19 4:30,0,0,15.15,2019,4,30,4/30/2019
4/30/19 4:45,0,0,15.30,2019,4,30,4/30/2019
4/30/19 5:00,0,0,14.70,2019,4,30,4/30/2019
4/30/19 5:15,0,0,14.55,2019,4,30,4/30/2019
4/30/19 5:30,0,0,14.15,2019,4,30,4/30/2019
4/30/19 5:45,0,0,14.10,2019,4,30,4/30/2019
4/30/19 6:00,0,0,13.90,2019,4,30,4/30/2019
4/30/19 6:15,0,0,13.75,2019,4,30,4/30/2019
4/30/19 6:30,0,0,13.70,2019,4,30,4/30/2019
4/30/19 6:45,0,0,13.75,2019,4,30,4/30/2019
4/30/19 20:45,0,11.655,20.20,2019,4,30,4/30/2019
4/30/19 21:00,0,4.32,20.10,2019,4,30,4/30/2019
4/30/19 21:15,0,0.864,19.95,2019,4,30,4/30/2019
4/30/19 21:30,0,0,18.40,2019,4,30,4/30/2019
4/30/19 21:45,0,0,17.15,2019,4,30,4/30/2019
4/30/19 22:00,0,0,17.15,2019,4,30,4/30/2019
4/30/19 22:15,0,0,16.55,2019,4,30,4/30/2019
4/30/19 22:30,0,0,16.20,2019,4,30,4/30/2019
4/30/19 22:45,0,0,15.60,2019,4,30,4/30/2019
4/30/19 23:00,0,0,15.20,2019,4,30,4/30/2019
4/30/19 23:15,0,0,15.65,2019,4,30,4/30/2019
4/30/19 23:30,0,0,14.70,2019,4,30,4/30/2019
4/30/19 23:45,0,0,14.15,2019,4,30,4/30/2019
5/1/19 0:00,0,0,13.75,2019,5,1,5/1/2019
5/1/19 0:15,0,0,13.45,2019,5,1,5/1/2019
5/1/19 0:30,0,0,13.25,2019,5,1,5/1/2019
5/1/19 0:45,0,0,13.00,2019,5,1,5/1/2019
5/1/19 1:00,0,0,12.75,2019,5,1,5/1/2019
5/1/19 1:15,0,0,13.10,2019,5,1,5/1/2019
5/1/19 1:30,0,0,13.10,2019,5,1,5/1/2019
5/1/19 1:45,0,0,13.65,2019,5,1,5/1/2019
5/1/19 2:00,0,0,12.50,2019,5,1,5/1/2019
5/1/19 2:15,0,0,12.20,2019,5,1,5/1/2019
5/1/19 2:30,0,0,12.75,2019,5,1,5/1/2019
5/1/19 2:45,0,0,12.60,2019,5,1,5/1/2019
5/1/19 3:00,0,0,12.00,2019,5,1,5/1/2019
5/1/19 3:15,0,0,11.75,2019,5,1,5/1/2019
5/1/19 3:30,0,0,11.50,2019,5,1,5/1/2019
5/1/19 3:45,0,0,10.80,2019,5,1,5/1/2019
5/1/19 4:00,0,0,10.65,2019,5,1,5/1/2019
5/1/19 4:15,0,0,10.70,2019,5,1,5/1/2019
5/1/19 4:30,0,0,11.20,2019,5,1,5/1/2019
5/1/19 4:45,0,0,11.05,2019,5,1,5/1/2019
5/1/19 5:00,0,0,11.45,2019,5,1,5/1/2019
5/1/19 5:15,0,0,11.15,2019,5,1,5/1/2019
5/1/19 5:30,0,0,11.40,2019,5,1,5/1/2019
5/1/19 5:45,0,0,10.45,2019,5,1,5/1/2019
5/1/19 6:00,0,0,9.80,2019,5,1,5/1/2019
5/1/19 6:15,0,0,9.80,2019,5,1,5/1/2019
5/1/19 6:30,0,0.108,10.20,2019,5,1,5/1/2019
5/1/19 20:45,0,10.08,22.25,2019,5,1,5/1/2019
5/1/19 21:00,0,1.984,21.65,2019,5,1,5/1/2019
5/1/19 21:15,0,0.88,20.60,2019,5,1,5/1/2019
5/1/19 21:30,0,0.88,19.85,2019,5,1,5/1/2019
5/1/19 21:45,0,0.88,18.80,2019,5,1,5/1/2019
5/1/19 22:00,0,0.88,18.50,2019,5,1,5/1/2019
5/1/19 22:15,0,0.88,18.75,2019,5,1,5/1/2019
5/1/19 22:30,0,0.88,18.50,2019,5,1,5/1/2019
5/1/19 22:45,0,0.88,18.75,2019,5,1,5/1/2019
5/1/19 23:00,0,0.423,17.75,2019,5,1,5/1/2019
5/1/19 23:15,0,0,17.80,2019,5,1,5/1/2019
5/1/19 23:30,0,0,17.75,2019,5,1,5/1/2019
5/1/19 23:45,0,0,17.30,2019,5,1,5/1/2019
5/2/19 0:00,0,0,16.20,2019,5,2,5/2/2019
5/2/19 0:15,0,0,15.10,2019,5,2,5/2/2019
5/2/19 0:30,0,0,15.35,2019,5,2,5/2/2019
5/2/19 0:45,0,0,15.15,2019,5,2,5/2/2019
5/2/19 1:00,0,0,14.25,2019,5,2,5/2/2019
5/2/19 1:15,0,0,14.20,2019,5,2,5/2/2019
5/2/19 1:30,0,0,14.80,2019,5,2,5/2/2019
5/2/19 1:45,0,0,14.15,2019,5,2,5/2/2019
5/2/19 2:00,0,0,14.35,2019,5,2,5/2/2019
5/2/19 2:15,0,0,14.40,2019,5,2,5/2/2019
5/2/19 2:30,0,0,13.65,2019,5,2,5/2/2019
5/2/19 2:45,0,0,13.90,2019,5,2,5/2/2019
5/2/19 3:00,0,0,13.85,2019,5,2,5/2/2019
5/2/19 3:15,0,0,13.50,2019,5,2,5/2/2019
5/2/19 3:30,0,0,12.85,2019,5,2,5/2/2019
5/2/19 3:45,0,0,13.20,2019,5,2,5/2/2019
5/2/19 4:00,0,0,12.20,2019,5,2,5/2/2019
5/2/19 4:15,0,0,12.65,2019,5,2,5/2/2019
5/2/19 4:30,0,0,12.50,2019,5,2,5/2/2019
5/2/19 4:45,0,0,12.40,2019,5,2,5/2/2019
5/2/19 5:00,0,0,12.40,2019,5,2,5/2/2019
5/2/19 5:15,0,0,11.75,2019,5,2,5/2/2019
5/2/19 5:30,0,0,11.95,2019,5,2,5/2/2019
5/2/19 5:45,0,0,10.50,2019,5,2,5/2/2019
5/2/19 6:00,0,0,10.50,2019,5,2,5/2/2019
5/2/19 6:15,0,0.833,11.15,2019,5,2,5/2/2019
5/2/19 6:30,0,2.33,11.40,2019,5,2,5/2/2019
5/2/19 13:00,0,0,0.00,2019,5,2,5/2/2019
5/2/19 13:15,0,0,0.00,2019,5,2,5/2/2019
5/2/19 13:30,0,0,0.00,2019,5,2,5/2/2019
5/2/19 13:45,0,0,0.00,2019,5,2,5/2/2019
5/2/19 20:30,0,11.104,17.30,2019,5,2,5/2/2019
5/2/19 20:45,0,4.68,17.05,2019,5,2,5/2/2019
5/2/19 21:00,0,3.734,17.15,2019,5,2,5/2/2019
5/2/19 21:15,0,0,17.25,2019,5,2,5/2/2019
5/2/19 21:30,0,0,17.35,2019,5,2,5/2/2019
5/2/19 21:45,0,0,17.00,2019,5,2,5/2/2019
5/2/19 22:00,0,0,16.55,2019,5,2,5/2/2019
5/2/19 22:15,0,0,16.60,2019,5,2,5/2/2019
5/2/19 22:30,0,0,16.45,2019,5,2,5/2/2019
5/2/19 22:45,0,0,16.35,2019,5,2,5/2/2019
5/2/19 23:00,0,0,16.40,2019,5,2,5/2/2019
5/2/19 23:15,0,0,15.90,2019,5,2,5/2/2019
5/2/19 23:30,0,0,16.30,2019,5,2,5/2/2019
5/2/19 23:45,0,0,15.90,2019,5,2,5/2/2019
5/3/19 0:00,0,0,16.15,2019,5,3,5/3/2019
5/3/19 0:15,0,0,16.10,2019,5,3,5/3/2019
5/3/19 0:30,0,0,15.70,2019,5,3,5/3/2019
5/3/19 0:45,0,0,15.65,2019,5,3,5/3/2019
5/3/19 1:00,0,0,15.85,2019,5,3,5/3/2019
5/3/19 1:15,0,0,15.65,2019,5,3,5/3/2019
5/3/19 1:30,0,0,15.55,2019,5,3,5/3/2019
5/3/19 1:45,0,0,15.15,2019,5,3,5/3/2019
5/3/19 2:00,0,0,15.45,2019,5,3,5/3/2019
5/3/19 2:15,0,0,15.55,2019,5,3,5/3/2019
5/3/19 2:30,0,0,15.35,2019,5,3,5/3/2019
5/3/19 2:45,0,0,15.10,2019,5,3,5/3/2019
5/3/19 3:00,0,0,15.05,2019,5,3,5/3/2019
5/3/19 3:15,0,0,14.80,2019,5,3,5/3/2019
5/3/19 3:30,0,0,14.60,2019,5,3,5/3/2019
5/3/19 3:45,0,0,14.55,2019,5,3,5/3/2019
5/3/19 4:00,0,0,14.40,2019,5,3,5/3/2019
5/3/19 4:15,0,0,13.90,2019,5,3,5/3/2019
5/3/19 4:30,0,0,13.90,2019,5,3,5/3/2019
5/3/19 4:45,0,0,13.70,2019,5,3,5/3/2019
5/3/19 5:00,0,0,13.70,2019,5,3,5/3/2019
5/3/19 5:15,0,0,13.65,2019,5,3,5/3/2019
5/3/19 5:30,0,0,13.50,2019,5,3,5/3/2019
5/3/19 5:45,0,0,13.45,2019,5,3,5/3/2019
5/3/19 6:00,0,0,13.65,2019,5,3,5/3/2019
5/3/19 6:15,0,0,13.70,2019,5,3,5/3/2019
5/3/19 6:30,0,0,13.15,2019,5,3,5/3/2019
5/3/19 6:45,0,3.097,13.35,2019,5,3,5/3/2019
5/3/19 20:00,0,11.28,17.25,2019,5,3,5/3/2019
5/3/19 20:15,0,8.04,17.30,2019,5,3,5/3/2019
5/3/19 20:30,0,5.583,17.25,2019,5,3,5/3/2019
5/3/19 20:45,0,5.36,16.85,2019,5,3,5/3/2019
5/3/19 21:00,0,2.592,17.25,2019,5,3,5/3/2019
5/3/19 21:15,0,0.18,16.90,2019,5,3,5/3/2019
5/3/19 21:30,0,0.18,16.65,2019,5,3,5/3/2019
5/3/19 21:45,0,0.18,16.75,2019,5,3,5/3/2019
5/3/19 22:00,0,0.18,16.75,2019,5,3,5/3/2019
5/3/19 22:15,0,0.18,16.90,2019,5,3,5/3/2019
5/3/19 22:30,0,0.18,16.45,2019,5,3,5/3/2019
5/3/19 22:45,0,0.18,16.45,2019,5,3,5/3/2019
5/3/19 23:00,0,0.18,16.10,2019,5,3,5/3/2019
5/3/19 23:15,0,0.18,16.15,2019,5,3,5/3/2019
5/3/19 23:30,0,0.18,15.70,2019,5,3,5/3/2019
5/3/19 23:45,0,0.18,15.45,2019,5,3,5/3/2019
5/4/19 0:00,0,0.18,15.30,2019,5,4,5/4/2019
5/4/19 0:15,0,0.18,14.95,2019,5,4,5/4/2019
5/4/19 0:30,0,0.042,14.40,2019,5,4,5/4/2019
5/4/19 0:45,0,0,14.65,2019,5,4,5/4/2019
5/4/19 1:00,0,0,14.80,2019,5,4,5/4/2019
5/4/19 1:15,0,0,14.70,2019,5,4,5/4/2019
5/4/19 1:30,0,0,14.60,2019,5,4,5/4/2019
5/4/19 1:45,0,0,14.70,2019,5,4,5/4/2019
5/4/19 2:00,0,0,14.10,2019,5,4,5/4/2019
5/4/19 2:15,0,0,14.20,2019,5,4,5/4/2019
5/4/19 2:30,0,0,13.90,2019,5,4,5/4/2019
5/4/19 2:45,0,0,13.90,2019,5,4,5/4/2019
5/4/19 3:00,0,0,13.90,2019,5,4,5/4/2019
5/4/19 3:15,0,0,13.60,2019,5,4,5/4/2019
5/4/19 3:30,0,0,13.60,2019,5,4,5/4/2019
5/4/19 3:45,0,0,13.40,2019,5,4,5/4/2019
5/4/19 4:00,0,0,13.20,2019,5,4,5/4/2019
5/4/19 4:15,0,0,13.20,2019,5,4,5/4/2019
5/4/19 4:30,0,0,13.20,2019,5,4,5/4/2019
5/4/19 4:45,0,0,12.70,2019,5,4,5/4/2019
5/4/19 5:00,0,0,12.65,2019,5,4,5/4/2019
5/4/19 5:15,0,0,12.85,2019,5,4,5/4/2019
5/4/19 5:30,0,0,12.60,2019,5,4,5/4/2019
5/4/19 5:45,0,0,12.70,2019,5,4,5/4/2019
5/4/19 6:00,0,0,12.70,2019,5,4,5/4/2019
5/4/19 6:15,0,0,12.60,2019,5,4,5/4/2019
5/4/19 6:30,0,0,9.30,2019,5,4,5/4/2019
5/4/19 6:45,0,0,8.30,2019,5,4,5/4/2019
5/4/19 7:00,0,0,8.45,2019,5,4,5/4/2019
5/4/19 7:15,0,0.043,8.10,2019,5,4,5/4/2019
5/4/19 7:30,0,6.072,8.00,2019,5,4,5/4/2019
5/4/19 7:45,0,6.69,8.05,2019,5,4,5/4/2019
5/4/19 8:00,0,9.002,7.80,2019,5,4,5/4/2019
5/4/19 20:45,0,11.903,9.70,2019,5,4,5/4/2019
5/4/19 21:00,0,6.198,9.45,2019,5,4,5/4/2019
5/4/19 21:15,0,0.36,9.75,2019,5,4,5/4/2019
5/4/19 21:30,0,0.36,9.35,2019,5,4,5/4/2019
5/4/19 21:45,0,0.36,9.55,2019,5,4,5/4/2019
5/4/19 22:00,0,0.36,9.30,2019,5,4,5/4/2019
5/4/19 22:15,0,0.36,9.35,2019,5,4,5/4/2019
5/4/19 22:30,0,0.078,9.10,2019,5,4,5/4/2019
5/4/19 22:45,0,0,8.80,2019,5,4,5/4/2019
5/4/19 23:00,0,0,8.75,2019,5,4,5/4/2019
5/4/19 23:15,0,0,8.50,2019,5,4,5/4/2019
5/4/19 23:30,0,0,8.50,2019,5,4,5/4/2019
5/4/19 23:45,0,0,8.30,2019,5,4,5/4/2019
5/5/19 0:00,0,0,8.05,2019,5,5,5/5/2019
5/5/19 0:15,0,0,8.15,2019,5,5,5/5/2019
