datetime,power,global_radiation,temperature,Year,Month,Day,date
5/12/20 12:45,1.928,1029.526,17.00,2020,5,12,5/12/2020
5/12/20 13:00,1.928,1046.839,17.60,2020,5,12,5/12/2020
5/18/20 14:30,1.928,972.735,27.55,2020,5,18,5/18/2020
5/28/20 15:15,1.928,956.64,25.90,2020,5,28,5/28/2020
9/8/20 13:15,1.928,917.414,27.75,2020,9,8,9/8/2020
6/30/19 14:15,1.927,976.186,38.60,2019,6,30,6/30/2019
7/22/19 12:00,1.927,936.57,31.90,2019,7,22,7/22/2019
7/29/19 12:15,1.927,941.574,28.50,2019,7,29,7/29/2019
4/22/20 14:45,1.927,981.478,24.75,2020,4,22,4/22/2020
5/18/20 11:45,1.927,920.707,25.40,2020,5,18,5/18/2020
8/23/19 14:30,1.926,960.809,31.30,2019,8,23,8/23/2019
9/3/19 12:15,1.926,890.971,26.30,2019,9,3,9/3/2019
9/19/19 12:45,1.926,864.98,19.30,2019,9,19,9/19/2019
4/26/20 14:45,1.926,982.254,24.95,2020,4,26,4/26/2020
6/1/20 14:30,1.926,928.613,29.50,2020,6,1,6/1/2020
6/7/20 14:30,1.926,905.212,21.15,2020,6,7,6/7/2020
6/21/20 15:00,1.926,1004.379,29.45,2020,6,21,6/21/2020
6/29/20 12:45,1.926,1041.551,25.65,2020,6,29,6/29/2020
5/26/19 15:15,1.925,967.26,26.20,2019,5,26,5/26/2019
6/24/19 12:00,1.925,934.187,34.20,2019,6,24,6/24/2019
7/9/19 13:45,1.925,918.186,23.70,2019,7,9,7/9/2019
7/30/19 13:45,1.925,1030.482,33.85,2019,7,30,7/30/2019
5/20/20 15:30,1.925,974.879,30.30,2020,5,20,5/20/2020
8/27/20 15:15,1.925,976.994,27.75,2020,8,27,8/27/2020
4/22/19 14:45,1.924,985.131,28.80,2019,4,22,4/22/2019
6/4/19 13:30,1.924,916.106,33.45,2019,6,4,6/4/2019
8/30/19 13:15,1.924,901.565,30.20,2019,8,30,8/30/2019
3/24/20 13:15,1.924,966.36,14.00,2020,3,24,3/24/2020
4/2/20 14:15,1.924,977.603,17.35,2020,4,2,4/2/2020
4/6/20 14:00,1.924,978.55,24.45,2020,4,6,4/6/2020
5/5/20 12:45,1.924,875.54,17.05,2020,5,5,5/5/2020
6/5/19 14:15,1.923,1013.92,32.75,2019,6,5,6/5/2019
7/14/19 13:45,1.923,988.343,24.65,2019,7,14,7/14/2019
7/24/19 14:15,1.923,976.681,41.20,2019,7,24,7/24/2019
9/10/19 14:00,1.923,934.349,24.40,2019,9,10,9/10/2019
4/23/20 14:30,1.923,992.031,27.30,2020,4,23,4/23/2020
9/8/20 13:30,1.923,918.28,27.50,2020,9,8,9/8/2020
3/19/19 12:30,1.922,939.317,14.40,2019,3,19,3/19/2019
6/13/19 14:45,1.922,980.986,25.20,2019,6,13,6/13/2019
6/24/19 14:00,1.922,941.973,36.45,2019,6,24,6/24/2019
6/25/19 14:15,1.922,0,38.55,2019,6,25,6/25/2019
7/2/19 12:30,1.922,898.772,28.00,2019,7,2,7/2/2019
7/3/19 15:15,1.922,968.472,28.10,2019,7,3,7/3/2019
7/16/19 12:15,1.922,903.615,24.65,2019,7,16,7/16/2019
8/8/19 12:45,1.922,809.41,29.60,2019,8,8,8/8/2019
9/18/19 13:45,1.922,930.448,20.30,2019,9,18,9/18/2019
9/20/19 13:00,1.922,897.276,21.25,2019,9,20,9/20/2019
9/20/19 13:30,1.922,905.85,22.45,2019,9,20,9/20/2019
3/26/20 11:30,1.922,909.365,11.30,2020,3,26,3/26/2020
4/24/20 14:45,1.922,966.132,27.60,2020,4,24,4/24/2020
5/8/20 12:00,1.922,933.075,25.15,2020,5,8,5/8/2020
6/23/20 15:00,1.922,967.783,30.80,2020,6,23,6/23/2020
6/25/20 14:45,1.922,757.921,32.50,2020,6,25,6/25/2020
9/8/20 13:00,1.922,906.65,27.30,2020,9,8,9/8/2020
4/18/19 12:00,1.921,947.682,22.15,2019,4,18,4/18/2019
4/19/19 14:15,1.921,968.4,27.30,2019,4,19,4/19/2019
6/24/19 12:45,1.921,946.11,35.40,2019,6,24,6/24/2019
7/23/19 12:00,1.921,920.017,34.75,2019,7,23,7/23/2019
3/26/20 13:15,1.921,927.975,12.60,2020,3,26,3/26/2020
3/30/20 14:45,1.921,953.497,10.45,2020,3,30,3/30/2020
4/7/20 14:00,1.921,957.954,25.10,2020,4,7,4/7/2020
4/17/20 13:30,1.921,986.63,27.90,2020,4,17,4/17/2020
9/7/20 12:30,1.921,903.639,24.40,2020,9,7,9/7/2020
6/11/19 11:00,1.92,975.933,22.40,2019,6,11,6/11/2019
7/22/19 11:45,1.92,906.123,31.75,2019,7,22,7/22/2019
7/29/19 12:00,1.92,920.273,27.75,2019,7,29,7/29/2019
9/20/19 13:15,1.92,902.246,22.20,2019,9,20,9/20/2019
4/4/20 12:15,1.92,920.458,15.15,2020,4,4,4/4/2020
7/6/20 12:00,1.92,931.457,21.75,2020,7,6,7/6/2020
8/7/20 12:15,1.92,914.507,33.95,2020,8,7,8/7/2020
4/15/19 12:15,1.919,915.109,14.95,2019,4,15,4/15/2019
6/5/19 14:45,1.919,1013.92,33.35,2019,6,5,6/5/2019
6/25/19 13:15,1.919,0,37.60,2019,6,25,6/25/2019
6/30/19 12:15,1.919,946.296,37.20,2019,6,30,6/30/2019
7/30/19 12:15,1.919,1000.533,32.25,2019,7,30,7/30/2019
9/14/19 13:15,1.919,917.796,26.20,2019,9,14,9/14/2019
9/14/19 13:30,1.919,918.98,26.40,2019,9,14,9/14/2019
7/4/20 13:00,1.919,932.618,27.60,2020,7,4,7/4/2020
8/20/20 12:15,1.919,898.054,33.05,2020,8,20,8/20/2020
3/19/19 12:15,1.918,928.214,13.85,2019,3,19,3/19/2019
4/22/19 12:00,1.918,984.767,25.20,2019,4,22,4/22/2019
6/22/19 11:00,1.918,263.76,24.65,2019,6,22,6/22/2019
6/27/19 12:00,1.918,920.632,31.00,2019,6,27,6/27/2019
8/24/19 14:30,1.918,956.66,32.75,2019,8,24,8/24/2019
9/10/19 12:30,1.918,900.056,23.35,2019,9,10,9/10/2019
9/14/19 13:00,1.918,905.362,25.45,2019,9,14,9/14/2019
3/17/20 13:30,1.918,954.319,19.25,2020,3,17,3/17/2020
4/7/20 13:45,1.918,960.297,24.60,2020,4,7,4/7/2020
4/22/20 11:45,1.918,937.001,21.95,2020,4,22,4/22/2020
5/21/20 12:00,1.918,912.485,28.80,2020,5,21,5/21/2020
6/26/20 12:00,1.918,936.064,33.00,2020,6,26,6/26/2020
7/31/20 12:15,1.918,946.575,35.55,2020,7,31,7/31/2020
8/22/20 11:45,1.918,904.163,27.85,2020,8,22,8/22/2020
6/1/19 11:30,1.917,912.377,29.25,2019,6,1,6/1/2019
5/29/20 12:15,1.917,1027.688,25.10,2020,5,29,5/29/2020
6/25/20 15:15,1.917,959.855,32.95,2020,6,25,6/25/2020
6/26/19 12:30,1.916,832.5,37.15,2019,6,26,6/26/2019
7/6/19 15:30,1.916,986.299,34.95,2019,7,6,7/6/2019
8/21/19 14:45,1.916,924.428,27.80,2019,8,21,8/21/2019
9/15/19 13:15,1.916,929.85,28.00,2019,9,15,9/15/2019
4/5/20 14:30,1.916,967.62,24.40,2020,4,5,4/5/2020
5/7/20 15:00,1.916,927.406,25.45,2020,5,7,5/7/2020
7/29/20 11:45,1.916,915.816,26.70,2020,7,29,7/29/2020
9/8/20 13:45,1.916,918.28,27.75,2020,9,8,9/8/2020
6/5/19 13:00,1.915,612.443,32.05,2019,6,5,6/5/2019
7/24/19 12:15,1.915,939.176,38.60,2019,7,24,7/24/2019
8/22/19 14:30,1.915,969.85,29.75,2019,8,22,8/22/2019
9/18/19 14:00,1.915,896.629,20.75,2019,9,18,9/18/2019
4/23/20 12:00,1.915,951.133,23.85,2020,4,23,4/23/2020
7/12/20 11:30,1.915,904.445,25.00,2020,7,12,7/12/2020
7/19/20 11:45,1.915,969.877,32.55,2020,7,19,7/19/2020
4/11/19 12:00,1.914,923.377,13.60,2019,4,11,4/11/2019
4/20/19 14:30,1.914,976.787,28.35,2019,4,20,4/20/2019
4/25/19 11:00,1.914,902.481,20.35,2019,4,25,4/25/2019
6/29/19 15:00,1.914,992.407,37.10,2019,6,29,6/29/2019
7/11/19 15:15,1.914,858.102,24.10,2019,7,11,7/11/2019
9/9/19 13:45,1.914,1012.616,23.20,2019,9,9,9/9/2019
4/8/20 13:15,1.914,969.304,26.85,2020,4,8,4/8/2020
4/12/20 13:15,1.914,943.868,25.05,2020,4,12,4/12/2020
4/19/20 13:15,1.914,1023.395,21.75,2020,4,19,4/19/2020
5/10/20 12:30,1.914,1011.688,26.10,2020,5,10,5/10/2020
5/21/20 11:30,1.914,899.172,27.60,2020,5,21,5/21/2020
7/21/20 15:15,1.914,963.495,30.10,2020,7,21,7/21/2020
9/4/20 12:30,1.914,894.889,29.85,2020,9,4,9/4/2020
6/4/19 14:45,1.913,945.786,34.25,2019,6,4,6/4/2019
6/25/19 13:30,1.913,0,37.65,2019,6,25,6/25/2019
6/29/19 11:45,1.913,938.496,32.25,2019,6,29,6/29/2019
7/6/19 14:00,1.913,954.921,34.40,2019,7,6,7/6/2019
8/28/19 14:00,1.913,921.922,33.75,2019,8,28,8/28/2019
3/22/20 13:30,1.913,963.833,13.25,2020,3,22,3/22/2020
4/6/20 12:30,1.913,942.795,22.90,2020,4,6,4/6/2020
5/19/20 11:30,1.913,785.39,26.70,2020,5,19,5/19/2020
5/20/20 11:30,1.913,897.305,27.65,2020,5,20,5/20/2020
8/16/20 12:00,1.913,856.6,33.25,2020,8,16,8/16/2020
8/20/20 14:45,1.913,932.57,35.35,2020,8,20,8/20/2020
6/12/19 14:15,1.912,254.02,21.55,2019,6,12,6/12/2019
9/15/19 13:00,1.912,921.771,27.75,2019,9,15,9/15/2019
9/15/19 13:30,1.912,929.85,28.10,2019,9,15,9/15/2019
5/30/20 11:15,1.912,896.701,24.90,2020,5,30,5/30/2020
8/28/19 13:00,1.911,914.4,32.50,2019,8,28,8/28/2019
3/24/20 11:30,1.911,925.517,11.70,2020,3,24,3/24/2020
4/20/20 12:00,1.911,945.66,20.30,2020,4,20,4/20/2020
5/15/20 15:15,1.911,962.885,21.50,2020,5,15,5/15/2020
5/17/20 11:15,1.911,894.709,20.45,2020,5,17,5/17/2020
7/27/20 13:00,1.911,956.705,30.35,2020,7,27,7/27/2020
3/19/19 12:45,1.91,941.011,13.90,2019,3,19,3/19/2019
4/24/19 12:00,1.91,935.529,25.10,2019,4,24,4/24/2019
5/29/19 11:30,1.91,922.602,21.30,2019,5,29,5/29/2019
5/31/19 14:30,1.91,1026.028,28.35,2019,5,31,5/31/2019
6/5/19 12:15,1.91,868.154,30.00,2019,6,5,6/5/2019
7/17/19 12:30,1.91,931.291,29.05,2019,7,17,7/17/2019
8/1/19 14:15,1.91,952.089,30.30,2019,8,1,8/1/2019
8/4/19 13:45,1.91,838.315,32.40,2019,8,4,8/4/2019
8/23/19 12:15,1.91,911.088,29.05,2019,8,23,8/23/2019
9/14/19 13:45,1.91,918.98,26.80,2019,9,14,9/14/2019
3/22/20 11:30,1.91,921.422,10.30,2020,3,22,3/22/2020
3/23/20 11:30,1.91,926.223,10.30,2020,3,23,3/23/2020
5/21/20 11:45,1.91,936.451,28.50,2020,5,21,5/21/2020
5/27/20 11:30,1.91,880.704,25.35,2020,5,27,5/27/2020
8/8/20 12:30,1.91,980.951,38.00,2020,8,8,8/8/2020
4/21/19 12:00,1.909,960.956,24.20,2019,4,21,4/21/2019
6/26/19 14:15,1.909,980.488,39.55,2019,6,26,6/26/2019
8/28/19 12:45,1.909,927.374,31.95,2019,8,28,8/28/2019
4/24/20 12:45,1.909,989.813,25.60,2020,4,24,4/24/2020
6/22/20 15:15,1.909,973.386,28.55,2020,6,22,6/22/2020
7/27/20 14:15,1.909,951.116,32.30,2020,7,27,7/27/2020
3/29/19 13:00,1.908,970.472,20.55,2019,3,29,3/29/2019
7/13/19 11:15,1.908,953.997,24.95,2019,7,13,7/13/2019
4/5/20 12:15,1.908,922.586,21.25,2020,4,5,4/5/2020
4/25/20 15:00,1.908,966.875,20.80,2020,4,25,4/25/2020
4/26/20 11:45,1.908,769.89,20.75,2020,4,26,4/26/2020
6/22/20 11:30,1.908,934.391,24.60,2020,6,22,6/22/2020
6/24/20 11:30,1.908,903.442,30.05,2020,6,24,6/24/2020
7/23/20 14:30,1.908,925.119,30.00,2020,7,23,7/23/2020
7/7/19 15:30,1.907,886.26,26.40,2019,7,7,7/7/2019
7/8/19 12:00,1.907,963.328,24.25,2019,7,8,7/8/2019
7/12/19 14:30,1.907,940.393,29.30,2019,7,12,7/12/2019
6/2/20 15:00,1.907,977.105,31.55,2020,6,2,6/2/2020
9/8/20 12:45,1.907,895.173,27.25,2020,9,8,9/8/2020
3/27/19 12:30,1.906,919.685,15.30,2019,3,27,3/27/2019
4/30/19 15:00,1.906,965.646,23.00,2019,4,30,4/30/2019
6/1/19 13:30,1.906,1016.531,31.00,2019,6,1,6/1/2019
6/7/19 11:15,1.906,1013.92,26.55,2019,6,7,6/7/2019
6/17/19 15:15,1.906,915.387,31.30,2019,6,17,6/17/2019
4/8/20 13:00,1.906,949.9,26.40,2020,4,8,4/8/2020
4/11/20 12:45,1.906,934.488,25.10,2020,4,11,4/11/2020
5/15/20 11:15,1.906,891.631,17.55,2020,5,15,5/15/2020
5/31/20 12:45,1.906,928.944,22.75,2020,5,31,5/31/2020
8/23/20 13:15,1.906,990.98,25.10,2020,8,23,8/23/2020
5/12/19 14:45,1.905,1044.956,18.00,2019,5,12,5/12/2019
6/25/19 13:00,1.905,0,38.35,2019,6,25,6/25/2019
7/4/19 15:15,1.905,964.632,29.95,2019,7,4,7/4/2019
7/6/19 15:00,1.905,966.33,34.85,2019,7,6,7/6/2019
7/16/19 15:00,1.905,978.662,27.30,2019,7,16,7/16/2019
8/30/19 12:15,1.905,896.287,29.60,2019,8,30,8/30/2019
8/30/19 14:15,1.905,937.551,31.65,2019,8,30,8/30/2019
3/25/20 11:30,1.905,934.593,10.90,2020,3,25,3/25/2020
3/30/20 12:00,1.905,902.339,7.15,2020,3,30,3/30/2020
4/21/20 14:00,1.905,956.96,23.15,2020,4,21,4/21/2020
5/6/20 15:15,1.905,955.623,20.75,2020,5,6,5/6/2020
9/7/20 14:15,1.905,943.572,26.55,2020,9,7,9/7/2020
4/11/19 14:45,1.904,952.405,14.85,2019,4,11,4/11/2019
4/17/20 12:45,1.904,956.38,26.35,2020,4,17,4/17/2020
5/28/20 11:15,1.904,900.692,22.80,2020,5,28,5/28/2020
3/19/19 12:00,1.903,923.489,13.35,2019,3,19,3/19/2019
8/22/19 12:00,1.903,893.281,26.90,2019,8,22,8/22/2019
4/19/20 12:45,1.903,1028.605,20.90,2020,4,19,4/19/2020
4/30/20 13:00,1.903,909.872,17.00,2020,4,30,4/30/2020
5/12/20 15:15,1.903,961.633,18.65,2020,5,12,5/12/2020
6/24/20 15:15,1.903,955.033,32.55,2020,6,24,6/24/2020
4/18/19 14:45,1.902,972.122,24.35,2019,4,18,4/18/2019
5/26/19 14:30,1.902,959.389,26.20,2019,5,26,5/26/2019
6/2/19 11:30,1.902,668.875,31.90,2019,6,2,6/2/2019
6/23/19 13:00,1.902,902.954,31.40,2019,6,23,6/23/2019
6/24/19 14:30,1.902,979.609,37.40,2019,6,24,6/24/2019
9/20/19 12:45,1.902,882.827,20.80,2019,9,20,9/20/2019
3/25/20 13:30,1.902,954.429,12.65,2020,3,25,3/25/2020
4/6/20 14:15,1.902,970.839,25.00,2020,4,6,4/6/2020
5/8/20 12:30,1.902,934.893,26.15,2020,5,8,5/8/2020
7/21/20 11:30,1.902,903.67,26.20,2020,7,21,7/21/2020
4/19/19 12:15,1.901,958.201,24.10,2019,4,19,4/19/2019
9/15/19 13:45,1.901,929.85,28.15,2019,9,15,9/15/2019
7/31/20 14:45,1.901,994.675,39.10,2020,7,31,7/31/2020
3/29/19 13:15,1.9,959.18,20.30,2019,3,29,3/29/2019
6/30/19 14:30,1.9,965.101,39.00,2019,6,30,6/30/2019
8/25/19 14:00,1.9,985.727,34.35,2019,8,25,8/25/2019
4/7/20 14:15,1.9,957.954,25.45,2020,4,7,4/7/2020
4/15/20 14:15,1.9,1011.144,20.30,2020,4,15,4/15/2020
5/6/20 11:15,1.9,887.822,18.95,2020,5,6,5/6/2020
5/30/20 14:45,1.9,982.063,26.10,2020,5,30,5/30/2020
6/25/20 11:30,1.9,890.933,29.85,2020,6,25,6/25/2020
5/15/19 15:30,1.899,942.17,19.70,2019,5,15,5/15/2019
5/28/19 15:15,1.899,926.04,21.00,2019,5,28,5/28/2019
6/21/19 12:15,1.899,991.607,27.05,2019,6,21,6/21/2019
9/3/19 14:15,1.899,922.411,27.60,2019,9,3,9/3/2019
9/18/19 12:15,1.899,755.376,18.60,2019,9,18,9/18/2019
3/23/20 13:30,1.899,957.45,12.75,2020,3,23,3/23/2020
4/10/20 14:00,1.899,951.233,27.50,2020,4,10,4/10/2020
4/21/20 13:00,1.899,897.709,21.55,2020,4,21,4/21/2020
3/19/19 13:00,1.898,932.402,13.75,2019,3,19,3/19/2019
3/29/19 11:15,1.898,903.364,18.15,2019,3,29,3/29/2019
6/23/19 13:15,1.898,1009.5,31.50,2019,6,23,6/23/2019
7/3/19 11:30,1.898,908.072,25.65,2019,7,3,7/3/2019
7/18/19 13:00,1.898,899.118,30.75,2019,7,18,7/18/2019
9/14/19 12:45,1.898,894.049,25.20,2019,9,14,9/14/2019
9/15/19 12:45,1.898,914.593,26.85,2019,9,15,9/15/2019
4/4/20 14:45,1.898,945.718,18.30,2020,4,4,4/4/2020
4/10/20 13:30,1.898,944.151,26.35,2020,4,10,4/10/2020
5/21/20 15:00,1.898,955.468,31.80,2020,5,21,5/21/2020
5/27/20 15:15,1.898,954.589,28.90,2020,5,27,5/27/2020
8/10/20 13:15,1.898,812.67,35.95,2020,8,10,8/10/2020
8/27/20 13:45,1.898,880.959,26.15,2020,8,27,8/27/2020
9/8/20 14:00,1.898,918.28,27.80,2020,9,8,9/8/2020
8/25/19 13:00,1.897,909.49,32.40,2019,8,25,8/25/2019
8/28/19 14:15,1.897,951.051,34.70,2019,8,28,8/28/2019
5/29/20 13:15,1.897,858.592,25.85,2020,5,29,5/29/2020
5/31/20 13:30,1.897,981.127,23.35,2020,5,31,5/31/2020
6/12/20 12:45,1.897,872.707,30.20,2020,6,12,6/12/2020
8/7/20 14:45,1.897,950.084,36.45,2020,8,7,8/7/2020
9/4/20 13:30,1.897,861.747,31.55,2020,9,4,9/4/2020
3/21/19 12:30,1.896,911.32,17.50,2019,3,21,3/21/2019
5/8/20 12:15,1.896,932.738,25.80,2020,5,8,5/8/2020
5/20/20 14:45,1.896,858.367,30.35,2020,5,20,5/20/2020
5/29/20 12:45,1.896,958.597,25.95,2020,5,29,5/29/2020
6/26/20 11:45,1.896,917.168,33.05,2020,6,26,6/26/2020
6/5/19 12:00,1.895,947.408,30.20,2019,6,5,6/5/2019
6/25/19 12:45,1.895,0,37.80,2019,6,25,6/25/2019
7/6/19 11:45,1.895,203.65,31.10,2019,7,6,7/6/2019
7/23/19 15:00,1.895,950.531,38.25,2019,7,23,7/23/2019
4/10/20 14:15,1.895,954.93,27.75,2020,4,10,4/10/2020
6/29/20 15:15,1.895,1006.021,26.60,2020,6,29,6/29/2020
7/17/20 15:30,1.895,938.535,28.75,2020,7,17,7/17/2020
6/27/19 15:00,1.894,959.609,34.60,2019,6,27,6/27/2019
7/4/19 11:30,1.894,900.042,26.20,2019,7,4,7/4/2019
9/18/19 12:30,1.894,852.478,19.20,2019,9,18,9/18/2019
9/20/19 13:45,1.894,905.47,22.40,2019,9,20,9/20/2019
4/2/20 12:15,1.894,907.786,15.20,2020,4,2,4/2/2020
4/20/20 14:45,1.894,972.156,22.25,2020,4,20,4/20/2020
5/10/20 14:15,1.894,951.362,26.05,2020,5,10,5/10/2020
5/16/20 15:15,1.894,1045.65,23.50,2020,5,16,5/16/2020
5/26/20 15:15,1.894,944.342,26.95,2020,5,26,5/26/2020
6/23/20 11:30,1.894,896.581,28.05,2020,6,23,6/23/2020
3/21/19 12:15,1.893,904.082,17.25,2019,3,21,3/21/2019
4/20/19 12:00,1.893,945.115,24.40,2019,4,20,4/20/2019
4/21/19 14:45,1.893,986.51,28.60,2019,4,21,4/21/2019
5/5/19 12:45,1.893,853.483,12.65,2019,5,5,5/5/2019
5/14/20 12:15,1.893,772.115,15.95,2020,5,14,5/14/2020
8/8/20 14:00,1.893,945.963,39.55,2020,8,8,8/8/2020
6/4/19 11:45,1.892,904.75,29.10,2019,6,4,6/4/2019
6/26/19 12:15,1.892,832.5,36.85,2019,6,26,6/26/2019
7/8/19 12:15,1.892,990.731,24.40,2019,7,8,7/8/2019
7/10/19 15:15,1.892,957.923,30.00,2019,7,10,7/10/2019
8/24/19 12:15,1.892,903.02,29.25,2019,8,24,8/24/2019
8/25/19 13:15,1.892,928.87,32.70,2019,8,25,8/25/2019
4/10/20 13:45,1.892,951.07,26.15,2020,4,10,4/10/2020
6/8/20 11:00,1.892,885.218,21.20,2020,6,8,6/8/2020
7/30/20 15:00,1.892,945.648,33.65,2020,7,30,7/30/2020
5/10/19 14:15,1.891,1068.306,20.90,2019,5,10,5/10/2019
5/26/19 14:45,1.891,849.682,26.55,2019,5,26,5/26/2019
7/18/19 12:45,1.891,975.629,30.95,2019,7,18,7/18/2019
7/24/19 14:30,1.891,964.376,41.25,2019,7,24,7/24/2019
9/10/19 12:15,1.891,879.285,22.40,2019,9,10,9/10/2019
9/17/19 14:15,1.891,910.429,24.65,2019,9,17,9/17/2019
4/17/20 12:30,1.891,940.29,25.85,2020,4,17,4/17/2020
5/31/20 15:15,1.891,1036.632,24.95,2020,5,31,5/31/2020
3/21/19 12:45,1.89,914.892,17.85,2019,3,21,3/21/2019
3/29/19 11:30,1.89,949.598,18.85,2019,3,29,3/29/2019
5/12/19 14:15,1.89,1103.831,18.15,2019,5,12,5/12/2019
9/6/19 14:45,1.89,930.751,24.50,2019,9,6,9/6/2019
3/24/20 13:30,1.89,951.554,13.40,2020,3,24,3/24/2020
4/22/20 15:00,1.89,964.728,25.15,2020,4,22,4/22/2020
6/21/20 13:00,1.89,1002.272,29.05,2020,6,21,6/21/2020
8/2/20 14:00,1.89,901.499,29.25,2020,8,2,8/2/2020
3/31/19 14:45,1.889,738.951,24.40,2019,3,31,3/31/2019
4/19/19 14:30,1.889,957.978,27.50,2019,4,19,4/19/2019
5/1/19 15:15,1.889,1007.507,24.65,2019,5,1,5/1/2019
6/4/19 12:15,1.889,888.102,29.50,2019,6,4,6/4/2019
3/27/20 12:15,1.889,907.358,15.15,2020,3,27,3/27/2020
4/9/20 14:00,1.889,967.59,28.35,2020,4,9,4/9/2020
6/1/19 11:45,1.888,950.472,29.15,2019,6,1,6/1/2019
8/15/19 14:15,1.888,978.386,24.45,2019,8,15,8/15/2019
9/20/19 14:00,1.888,884.137,22.30,2019,9,20,9/20/2019
4/1/20 14:45,1.888,124.58,14.90,2020,4,1,4/1/2020
4/8/20 12:45,1.888,940.91,25.45,2020,4,8,4/8/2020
5/16/20 11:15,1.888,895.296,20.35,2020,5,16,5/16/2020
8/6/20 14:15,1.888,906.864,33.50,2020,8,6,8/6/2020
8/5/20 15:00,1.887,943.41,31.55,2020,8,5,8/5/2020
9/8/20 12:30,1.887,882.315,26.55,2020,9,8,9/8/2020
3/28/19 12:15,1.886,900.904,16.55,2019,3,28,3/28/2019
4/15/19 12:00,1.886,896.657,14.35,2019,4,15,4/15/2019
6/21/19 15:30,1.886,919.111,27.40,2019,6,21,6/21/2019
6/23/19 13:45,1.886,954.607,32.95,2019,6,23,6/23/2019
8/25/19 13:30,1.886,926.384,33.15,2019,8,25,8/25/2019
8/28/19 13:15,1.886,926.523,32.65,2019,8,28,8/28/2019
8/30/19 14:30,1.886,920.72,31.45,2019,8,30,8/30/2019
9/2/19 12:00,1.886,876.696,24.45,2019,9,2,9/2/2019
9/10/19 14:15,1.886,923.562,24.75,2019,9,10,9/10/2019
9/19/19 14:00,1.886,880.169,19.85,2019,9,19,9/19/2019
3/27/20 12:30,1.886,912.576,15.80,2020,3,27,3/27/2020
4/10/20 13:15,1.886,934.507,25.70,2020,4,10,4/10/2020
4/23/20 14:45,1.886,970.013,27.60,2020,4,23,4/23/2020
6/29/20 13:15,1.886,1055.102,26.45,2020,6,29,6/29/2020
7/30/20 11:45,1.886,892.541,30.25,2020,7,30,7/30/2020
7/31/20 12:00,1.886,919.542,34.85,2020,7,31,7/31/2020
8/7/20 12:00,1.886,894.022,33.30,2020,8,7,8/7/2020
9/7/20 12:15,1.886,887.879,23.95,2020,9,7,9/7/2020
9/15/19 12:30,1.885,902.847,26.80,2019,9,15,9/15/2019
4/9/20 14:15,1.885,967.59,29.00,2020,4,9,4/9/2020
5/7/20 11:15,1.885,882.779,20.70,2020,5,7,5/7/2020
7/22/20 15:00,1.885,944.954,30.20,2020,7,22,7/22/2020
3/30/19 12:15,1.884,929.705,22.15,2019,3,30,3/30/2019
4/1/19 13:30,1.884,923.504,19.10,2019,4,1,4/1/2019
7/2/19 12:15,1.884,835.629,27.85,2019,7,2,7/2/2019
7/29/19 15:00,1.884,954.958,31.25,2019,7,29,7/29/2019
4/21/20 14:45,1.884,939.59,23.25,2020,4,21,4/21/2020
6/1/20 15:15,1.884,945.585,29.55,2020,6,1,6/1/2020
6/18/20 12:30,1.884,1132.737,24.75,2020,6,18,6/18/2020
3/29/19 14:00,1.883,929.247,21.50,2019,3,29,3/29/2019
6/14/19 11:30,1.883,901.616,28.15,2019,6,14,6/14/2019
7/6/19 13:45,1.883,896.258,33.85,2019,7,6,7/6/2019
7/25/19 13:00,1.883,914.802,41.80,2019,7,25,7/25/2019
8/23/19 14:45,1.883,942.046,31.65,2019,8,23,8/23/2019
8/31/19 14:15,1.883,972.607,35.10,2019,8,31,8/31/2019
9/4/19 14:15,1.883,905.799,27.75,2019,9,4,9/4/2019
9/20/19 12:30,1.883,873.873,20.45,2019,9,20,9/20/2019
3/27/20 12:45,1.883,910.71,15.85,2020,3,27,3/27/2020
4/1/20 12:00,1.883,124.58,11.90,2020,4,1,4/1/2020
4/9/20 13:30,1.883,954.28,27.65,2020,4,9,4/9/2020
7/29/20 15:15,1.883,956.432,29.50,2020,7,29,7/29/2020
3/19/19 11:45,1.882,902.538,12.85,2019,3,19,3/19/2019
4/29/19 11:45,1.882,897.418,14.60,2019,4,29,4/29/2019
6/23/19 11:45,1.882,825.547,29.60,2019,6,23,6/23/2019
6/25/19 14:30,1.882,0,38.60,2019,6,25,6/25/2019
7/17/19 15:15,1.882,944.644,30.45,2019,7,17,7/17/2019
9/18/19 14:15,1.882,894.72,20.80,2019,9,18,9/18/2019
9/19/19 13:45,1.882,910.362,19.80,2019,9,19,9/19/2019
3/27/20 12:00,1.882,898.192,15.10,2020,3,27,3/27/2020
4/5/20 14:45,1.882,967.62,24.70,2020,4,5,4/5/2020
4/6/20 12:15,1.882,920.832,22.45,2020,4,6,4/6/2020
4/7/20 12:45,1.882,949.324,22.30,2020,4,7,4/7/2020
7/20/20 11:45,1.882,885.273,26.80,2020,7,20,7/20/2020
7/23/20 11:30,1.882,874.772,26.30,2020,7,23,7/23/2020
8/20/20 12:00,1.882,874.573,32.40,2020,8,20,8/20/2020
9/2/20 12:30,1.882,863.087,23.90,2020,9,2,9/2/2020
4/2/20 14:30,1.881,944.936,17.55,2020,4,2,4/2/2020
4/9/20 13:15,1.881,946.989,27.55,2020,4,9,4/9/2020
7/23/19 11:45,1.88,889.036,34.10,2019,7,23,7/23/2019
